Sample	Lineage
HCOV-19_SCOTLAND_20200413_EPI_ISL_433088	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433449	B.1
HCOV-19_SCOTLAND_20200413_EPI_ISL_433464	B.1
HCOV-19_SCOTLAND_20200414_EPI_ISL_433071	B.1
HCOV-19_SCOTLAND_20200414_EPI_ISL_433096	B.1
HCOV-19_SCOTLAND_20200414_EPI_ISL_433104	B.1
HCOV-19_SCOTLAND_20200414_EPI_ISL_433107	B.1
HCOV-19_SCOTLAND_20200414_EPI_ISL_433108	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433110	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433112	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433113	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433114	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433115	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433116	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433118	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433120	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433126	B.1
HCOV-19_SCOTLAND_20200415_EPI_ISL_433127	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433117	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433125	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433132	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433136	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433139	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433140	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433141	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433142	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433147	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433148	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433149	B.1
HCOV-19_SCOTLAND_20200416_EPI_ISL_433150	B.1
HCOV-19_SCOTLAND_20200417_EPI_ISL_433153	B.1
HCOV-19_SCOTLAND_20200417_EPI_ISL_433154	B.1
HCOV-19_SCOTLAND_20200417_EPI_ISL_433156	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433164	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433165	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433168	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433170	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433171	A.5
HCOV-19_SCOTLAND_20200418_EPI_ISL_433172	A.5
HCOV-19_SCOTLAND_20200418_EPI_ISL_433173	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433193	B.1
HCOV-19_SCOTLAND_20200418_EPI_ISL_433197	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433176	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433177	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433178	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433181	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433182	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433184	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433185	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433186	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433187	B.26
HCOV-19_SCOTLAND_20200419_EPI_ISL_433188	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433194	B.1
HCOV-19_SCOTLAND_20200419_EPI_ISL_433195	B.1
HCOV-19_SENEGAL_20200310_EPI_ISL_418210	B.1
HCOV-19_SENEGAL_20200313_EPI_ISL_418216	A.2
HCOV-19_SENEGAL_20200317_EPI_ISL_420070	B.1
HCOV-19_SENEGAL_20200319_EPI_ISL_420073	B.1
HCOV-19_SENEGAL_20200320_EPI_ISL_420074	B.1
HCOV-19_SHANDONG_20200119_EPI_ISL_408482	B.4
HCOV-19_SHANDONG_20200123_EPI_ISL_414936	A
HCOV-19_SHANDONG_20200126_EPI_ISL_414937	A
HCOV-19_SHANGHAI_20200121_EPI_ISL_416389	B.11
HCOV-19_SHANGHAI_20200128_EPI_ISL_416318	A
HCOV-19_SHANGHAI_20200128_EPI_ISL_416319	A
HCOV-19_SHANGHAI_20200128_EPI_ISL_416320	B.11
HCOV-19_SHANGHAI_20200128_EPI_ISL_416321	B.11
HCOV-19_SHANGHAI_20200129_EPI_ISL_416322	A
HCOV-19_SHANGHAI_20200129_EPI_ISL_416323	A
HCOV-19_SHANGHAI_20200129_EPI_ISL_416324	B.11
HCOV-19_SHANGHAI_20200130_EPI_ISL_416331	B.4
HCOV-19_SHANGHAI_20200130_EPI_ISL_416333	A
HCOV-19_SHANGHAI_20200130_EPI_ISL_416365	B.11
HCOV-19_SHANGHAI_20200130_EPI_ISL_416366	A
HCOV-19_SHANGHAI_20200131_EPI_ISL_416390	B.11
HCOV-19_SHANGHAI_20200201_EPI_ISL_416336	B.11
HCOV-19_SHANGHAI_20200201_EPI_ISL_416338	A
HCOV-19_SHANGHAI_20200201_EPI_ISL_416361	B.11
HCOV-19_SHANGHAI_20200201_EPI_ISL_416367	B.11
HCOV-19_SHANGHAI_20200201_EPI_ISL_416370	B.11
HCOV-19_SHANGHAI_20200201_EPI_ISL_416372	A
HCOV-19_SHANGHAI_20200201_EPI_ISL_416387	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_414510	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416325	B.2
HCOV-19_SHANGHAI_20200202_EPI_ISL_416330	A
HCOV-19_SHANGHAI_20200202_EPI_ISL_416335	A
HCOV-19_SHANGHAI_20200202_EPI_ISL_416340	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416362	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416397	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416398	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416401	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416403	A
HCOV-19_SHANGHAI_20200202_EPI_ISL_416405	B.11
HCOV-19_SHANGHAI_20200202_EPI_ISL_416409	A
HCOV-19_SHANGHAI_20200203_EPI_ISL_416339	A
HCOV-19_SHANGHAI_20200204_EPI_ISL_416342	B.11
HCOV-19_SHANGHAI_20200204_EPI_ISL_416353	B.11
HCOV-19_SHANGHAI_20200204_EPI_ISL_416355	B.11
HCOV-19_SHANGHAI_20200206_EPI_ISL_416334	B
HCOV-19_SHANGHAI_20200207_EPI_ISL_416373	B.4
HCOV-19_SHANGHAI_20200208_EPI_ISL_416382	B.4
HCOV-19_SHANGHAI_20200213_EPI_ISL_416399	B.11
HCOV-19_SHANGHAI_20200215_EPI_ISL_416406	B.4
HCOV-19_SHANGHAI_20200215_EPI_ISL_416407	B.4
HCOV-19_SHANGRAO_20200126_EPI_ISL_421239	A
HCOV-19_SHANGRAO_20200203_EPI_ISL_421250	B.11
HCOV-19_SHANGRAO_20200203_EPI_ISL_421251	B.11
HCOV-19_SHANGRAO_20200203_EPI_ISL_421254	B.11
HCOV-19_SHANGRAO_20200208_EPI_ISL_421258	B.11
HCOV-19_SHENZHEN_20200111_EPI_ISL_405839	A
HCOV-19_SHENZHEN_20200113_EPI_ISL_406593	A
HCOV-19_SHENZHEN_20200116_EPI_ISL_406594	B.11
HCOV-19_SHENZHEN_20200116_EPI_ISL_406595	B.11
HCOV-19_SICHUAN_20200115_EPI_ISL_408484	A
HCOV-19_SINGAPORE_20200123_EPI_ISL_406973	B.11
HCOV-19_SINGAPORE_20200125_EPI_ISL_407987	B.11
HCOV-19_SINGAPORE_20200127_EPI_ISL_410713	B.2
HCOV-19_SINGAPORE_20200127_EPI_ISL_418996	B.11
HCOV-19_SINGAPORE_20200129_EPI_ISL_418993	A
HCOV-19_SINGAPORE_20200129_EPI_ISL_418994	B.11
HCOV-19_SINGAPORE_20200202_EPI_ISL_410719	B.11
HCOV-19_SINGAPORE_20200203_EPI_ISL_410714	B.2
HCOV-19_SINGAPORE_20200206_EPI_ISL_410536	B.2
HCOV-19_SINGAPORE_20200206_EPI_ISL_422428	B.11
HCOV-19_SINGAPORE_20200210_EPI_ISL_418992	B.2
HCOV-19_SINGAPORE_20200214_EPI_ISL_418998	B.11
HCOV-19_SINGAPORE_20200216_EPI_ISL_428822	B.11
HCOV-19_SINGAPORE_20200217_EPI_ISL_414378	B.11
HCOV-19_SINGAPORE_20200218_EPI_ISL_414379	B.11
HCOV-19_SINGAPORE_20200228_EPI_ISL_418995	B.11
HCOV-19_SINGAPORE_20200301_EPI_ISL_418999	B.11
HCOV-19_SINGAPORE_20200304_EPI_ISL_420101	B.11
HCOV-19_SINGAPORE_20200305_EPI_ISL_420102	B.11
HCOV-19_SINGAPORE_20200305_EPI_ISL_420103	B.11
HCOV-19_SINGAPORE_20200305_EPI_ISL_420104	B.2
HCOV-19_SINGAPORE_20200308_EPI_ISL_428823	B.11
HCOV-19_SINGAPORE_20200309_EPI_ISL_420107	B.11
HCOV-19_SINGAPORE_20200311_EPI_ISL_420110	B.11
HCOV-19_SINGAPORE_20200312_EPI_ISL_420111	B.11
HCOV-19_SINGAPORE_20200313_EPI_ISL_422430	B.1
HCOV-19_SINGAPORE_20200313_EPI_ISL_428831	B.2
HCOV-19_SINGAPORE_20200316_EPI_ISL_428824	B.1
HCOV-19_SINGAPORE_20200316_EPI_ISL_428825	B.1
HCOV-19_SINGAPORE_20200317_EPI_ISL_428826	B.6
HCOV-19_SINGAPORE_20200318_EPI_ISL_435697	B.1
HCOV-19_SINGAPORE_20200318_EPI_ISL_435698	B.2
HCOV-19_SINGAPORE_20200318_EPI_ISL_435699	B.1
HCOV-19_SINGAPORE_20200318_EPI_ISL_435700	B.1
HCOV-19_SINGAPORE_20200325_EPI_ISL_435678	B.6
HCOV-19_SINGAPORE_20200331_EPI_ISL_422431	B.1
HCOV-19_SINGAPORE_20200331_EPI_ISL_422432	B.1
HCOV-19_SINGAPORE_20200331_EPI_ISL_422433	B.6
HCOV-19_SINGAPORE_20200331_EPI_ISL_422434	B.6
HCOV-19_SINGAPORE_20200331_EPI_ISL_422435	B.6
HCOV-19_SINGAPORE_20200401_EPI_ISL_435679	B.6
HCOV-19_SINGAPORE_20200401_EPI_ISL_435680	B.6
HCOV-19_SINGAPORE_20200407_EPI_ISL_435682	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428832	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428833	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428834	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428835	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428836	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428838	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428839	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428841	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428842	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428843	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_428844	B.6
HCOV-19_SINGAPORE_20200408_EPI_ISL_435681	B.6
HCOV-19_SINGAPORE_20200409_EPI_ISL_435683	B.6
HCOV-19_SINGAPORE_20200411_EPI_ISL_435684	B.6
HCOV-19_SINGAPORE_20200411_EPI_ISL_435685	B.6
HCOV-19_SINGAPORE_20200413_EPI_ISL_435686	B.6
HCOV-19_SINGAPORE_20200414_EPI_ISL_435687	B.6
HCOV-19_SINGAPORE_20200415_EPI_ISL_428847	B.6
HCOV-19_SINGAPORE_20200415_EPI_ISL_428848	B.6
HCOV-19_SINGAPORE_20200415_EPI_ISL_428849	B.6
HCOV-19_SINGAPORE_20200415_EPI_ISL_428850	B.6
HCOV-19_SINGAPORE_20200416_EPI_ISL_435688	B.6
HCOV-19_SINGAPORE_20200418_EPI_ISL_435689	B.6
HCOV-19_SINGAPORE_20200419_EPI_ISL_435690	B.6
HCOV-19_SINGAPORE_20200420_EPI_ISL_435691	B.6
HCOV-19_SINGAPORE_20200420_EPI_ISL_435696	B.6
HCOV-19_SINGAPORE_20200421_EPI_ISL_435692	B.6
HCOV-19_SINGAPORE_20200422_EPI_ISL_435694	B.6
HCOV-19_SINGAPORE_20200423_EPI_ISL_435695	B.6
HCOV-19_SLOVAKIA_20200306_EPI_ISL_417877	B.1
HCOV-19_SLOVENIA_20200305_EPI_ISL_420541	B.2
HCOV-19_SLOVENIA_20200306_EPI_ISL_420294	B.1
HCOV-19_SLOVENIA_20200324_EPI_ISL_420295	B.1
HCOV-19_SLOVENIA_20200329_EPI_ISL_426379	B.6
HCOV-19_SOUTHAFRICA_20200307_EPI_ISL_417186	B.1
HCOV-19_SOUTHAFRICA_20200401_EPI_ISL_421574	B.1
HCOV-19_SOUTHAFRICA_20200401_EPI_ISL_421575	B.1
HCOV-19_SOUTHKOREA_202001_EPI_ISL_411929	B.2
HCOV-19_SOUTHKOREA_20200130_EPI_ISL_412869	A
HCOV-19_SOUTHKOREA_20200131_EPI_ISL_412871	A
HCOV-19_SOUTHKOREA_20200206_EPI_ISL_412873	A
HCOV-19_SOUTHKOREA_20200206_EPI_ISL_413017	B.2
HCOV-19_SOUTHKOREA_20200206_EPI_ISL_413018	B.2
HCOV-19_SOUTHKOREA_20200227_EPI_ISL_413513	A
HCOV-19_SPAIN_2020_EPI_ISL_418250	B.1
HCOV-19_SPAIN_20200225_EPI_ISL_418251	B.1
HCOV-19_SPAIN_20200226_EPI_ISL_418247	B.1
HCOV-19_SPAIN_20200227_EPI_ISL_416484	A.2
HCOV-19_SPAIN_20200228_EPI_ISL_418243	B.2
HCOV-19_SPAIN_20200301_EPI_ISL_418245	A.5
HCOV-19_SPAIN_20200301_EPI_ISL_418246	A.5
HCOV-19_SPAIN_20200301_EPI_ISL_418248	A.2
HCOV-19_SPAIN_20200302_EPI_ISL_417981	A.2
HCOV-19_SPAIN_20200302_EPI_ISL_418244	B.11
HCOV-19_SPAIN_20200302_EPI_ISL_418253	A.2
HCOV-19_SPAIN_20200302_EPI_ISL_419679	A.2
HCOV-19_SPAIN_20200303_EPI_ISL_417979	A
HCOV-19_SPAIN_20200303_EPI_ISL_417980	A.5
HCOV-19_SPAIN_20200304_EPI_ISL_416994	A.2
HCOV-19_SPAIN_20200304_EPI_ISL_418252	A.5
HCOV-19_SPAIN_20200304_EPI_ISL_419709	A.2
HCOV-19_SPAIN_20200305_EPI_ISL_414598	A.2
HCOV-19_SPAIN_20200305_EPI_ISL_419238	A.2
HCOV-19_SPAIN_20200307_EPI_ISL_419235	B.1
HCOV-19_SPAIN_20200307_EPI_ISL_428676	A.5
HCOV-19_SPAIN_20200308_EPI_ISL_421173	B.1
HCOV-19_SPAIN_20200308_EPI_ISL_428679	B.1
HCOV-19_SPAIN_20200309_EPI_ISL_417972	B.1
HCOV-19_SPAIN_20200309_EPI_ISL_417978	B.1
HCOV-19_SPAIN_20200309_EPI_ISL_419678	A.2
HCOV-19_SPAIN_20200309_EPI_ISL_420113	A.2
HCOV-19_SPAIN_20200309_EPI_ISL_420115	A.2
HCOV-19_SPAIN_20200309_EPI_ISL_421172	B.1
HCOV-19_SPAIN_20200309_EPI_ISL_428674	A
HCOV-19_SPAIN_20200309_EPI_ISL_428675	A.5
HCOV-19_SPAIN_20200309_EPI_ISL_428699	A.2
HCOV-19_SPAIN_20200309_EPI_ISL_430720	B.1
HCOV-19_SPAIN_20200310_EPI_ISL_419680	B.1
HCOV-19_SPAIN_20200310_EPI_ISL_419681	B.1
HCOV-19_SPAIN_20200310_EPI_ISL_425182	A.2
HCOV-19_SPAIN_20200311_EPI_ISL_420125	B.1
HCOV-19_SPAIN_20200311_EPI_ISL_428677	A.2
HCOV-19_SPAIN_20200311_EPI_ISL_428682	B.1
HCOV-19_SPAIN_20200311_EPI_ISL_428703	B.1
HCOV-19_SPAIN_20200311_EPI_ISL_428704	A.5
HCOV-19_SPAIN_20200311_EPI_ISL_430719	B.2
HCOV-19_SPAIN_20200311_EPI_ISL_430721	B.1
HCOV-19_SPAIN_20200311_EPI_ISL_435144	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_417954	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_417961	A.2
HCOV-19_SPAIN_20200312_EPI_ISL_417967	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_418182	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_428694	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_428695	B.1
HCOV-19_SPAIN_20200312_EPI_ISL_428697	B.2
HCOV-19_SPAIN_20200312_EPI_ISL_428698	A.5
HCOV-19_SPAIN_20200312_EPI_ISL_429256	B.1
HCOV-19_SPAIN_20200313_EPI_ISL_420129	B.1
HCOV-19_SPAIN_20200316_EPI_ISL_425187	B.1
HCOV-19_SPAIN_20200316_EPI_ISL_425189	B.1
HCOV-19_SPAIN_20200316_EPI_ISL_425216	A.5
HCOV-19_SPAIN_20200317_EPI_ISL_425218	A.5
HCOV-19_SPAIN_20200317_EPI_ISL_425219	A.2
HCOV-19_SPAIN_20200317_EPI_ISL_425220	B.1
HCOV-19_SPAIN_20200317_EPI_ISL_425221	B.1
HCOV-19_SPAIN_20200318_EPI_ISL_420130	B.1
HCOV-19_SPAIN_20200318_EPI_ISL_420131	B.1
HCOV-19_SPAIN_20200318_EPI_ISL_420132	B.1
HCOV-19_SPAIN_20200319_EPI_ISL_425199	B.1
HCOV-19_SPAIN_20200320_EPI_ISL_419675	B.2
HCOV-19_SPAIN_20200320_EPI_ISL_425203	B.1
HCOV-19_SPAIN_20200320_EPI_ISL_425205	B.1
HCOV-19_SPAIN_20200321_EPI_ISL_428690	B.1
HCOV-19_SPAIN_20200321_EPI_ISL_428691	A.2
HCOV-19_SPAIN_20200321_EPI_ISL_428705	B.1
HCOV-19_SPAIN_20200321_EPI_ISL_428706	B.1
HCOV-19_SPAIN_20200321_EPI_ISL_428708	B.1
HCOV-19_SPAIN_20200321_EPI_ISL_428709	B.1
HCOV-19_SPAIN_20200322_EPI_ISL_428687	B.1
HCOV-19_SPAIN_20200322_EPI_ISL_428688	B.1
HCOV-19_SPAIN_20200322_EPI_ISL_428711	B.1
HCOV-19_SPAIN_20200324_EPI_ISL_418861	B.1
HCOV-19_SPAIN_20200327_EPI_ISL_421177	B.1
HCOV-19_SPAIN_20200327_EPI_ISL_421178	B.1
HCOV-19_SPAIN_20200327_EPI_ISL_421180	B.1
HCOV-19_SPAIN_20200327_EPI_ISL_428700	A.5
HCOV-19_SPAIN_20200327_EPI_ISL_428701	B.1
HCOV-19_SPAIN_20200329_EPI_ISL_421174	B.1
HCOV-19_SPAIN_20200329_EPI_ISL_421175	B.1
HCOV-19_SRILANKA_20200316_EPI_ISL_428670	B.4
HCOV-19_SRILANKA_20200331_EPI_ISL_428673	B.2
HCOV-19_SWEDEN_20200207_EPI_ISL_411951	B.2
HCOV-19_SWEDEN_20200227_EPI_ISL_430847	B.4
HCOV-19_SWEDEN_20200304_EPI_ISL_429136	B.1
HCOV-19_SWEDEN_20200304_EPI_ISL_429137	B.1
HCOV-19_SWEDEN_20200306_EPI_ISL_429139	B.1
HCOV-19_SWEDEN_20200306_EPI_ISL_429141	B.1
HCOV-19_SWEDEN_20200306_EPI_ISL_429143	B.1
HCOV-19_SWEDEN_20200306_EPI_ISL_430861	B.1
HCOV-19_SWEDEN_20200308_EPI_ISL_429152	B.1
HCOV-19_SWEDEN_20200310_EPI_ISL_429157	B.1
HCOV-19_SWEDEN_20200310_EPI_ISL_429158	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_429115	B.3
HCOV-19_SWEDEN_20200311_EPI_ISL_429117	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_429120	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_429121	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_429122	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_430848	B.3
HCOV-19_SWEDEN_20200311_EPI_ISL_430849	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_430851	B.1
HCOV-19_SWEDEN_20200311_EPI_ISL_430852	B.2
HCOV-19_SWEDEN_20200311_EPI_ISL_430853	B.1
HCOV-19_SWEDEN_20200312_EPI_ISL_429124	B.1
HCOV-19_SWEDEN_20200312_EPI_ISL_429160	B.1
HCOV-19_SWEDEN_20200312_EPI_ISL_430855	B.1
HCOV-19_SWEDEN_20200312_EPI_ISL_434646	B.1
HCOV-19_SWEDEN_20200315_EPI_ISL_424703	B.11
HCOV-19_SWEDEN_20200315_EPI_ISL_429116	B.1
HCOV-19_SWEDEN_20200316_EPI_ISL_429163	B.1
HCOV-19_SWEDEN_20200316_EPI_ISL_434647	B.1
HCOV-19_SWEDEN_20200316_EPI_ISL_434648	B.1
HCOV-19_SWEDEN_20200318_EPI_ISL_428148	B.1
HCOV-19_SWEDEN_20200320_EPI_ISL_429127	B.1
HCOV-19_SWEDEN_20200320_EPI_ISL_434650	B.1
HCOV-19_SWEDEN_20200320_EPI_ISL_434652	B.1
HCOV-19_SWEDEN_20200321_EPI_ISL_429126	B.1
HCOV-19_SWEDEN_20200322_EPI_ISL_430856	B.1
HCOV-19_SWEDEN_20200322_EPI_ISL_430857	B.1
HCOV-19_SWEDEN_20200323_EPI_ISL_429130	B.1
HCOV-19_SWEDEN_20200323_EPI_ISL_434651	B.1
HCOV-19_SWEDEN_20200324_EPI_ISL_429134	B.1
HCOV-19_SWEDEN_20200325_EPI_ISL_434641	B.1
HCOV-19_SWEDEN_20200327_EPI_ISL_429129	B.1
HCOV-19_SWEDEN_20200327_EPI_ISL_429131	B.1
HCOV-19_SWEDEN_20200327_EPI_ISL_429132	B.1
HCOV-19_SWEDEN_20200330_EPI_ISL_434656	B.1
HCOV-19_SWEDEN_20200401_EPI_ISL_434657	B.1
HCOV-19_SWEDEN_20200402_EPI_ISL_429135	B.1
HCOV-19_SWEDEN_20200402_EPI_ISL_430858	B.1
HCOV-19_SWEDEN_20200402_EPI_ISL_430859	B.1
HCOV-19_SWEDEN_20200403_EPI_ISL_434658	B.1
HCOV-19_SWEDEN_20200404_EPI_ISL_434665	B.1
HCOV-19_SWEDEN_20200406_EPI_ISL_434659	B.1
HCOV-19_SWEDEN_20200406_EPI_ISL_434660	B.1
HCOV-19_SWEDEN_20200406_EPI_ISL_434663	B.1
HCOV-19_SWEDEN_20200407_EPI_ISL_434661	B.1
HCOV-19_SWEDEN_20200407_EPI_ISL_434662	B.1
HCOV-19_SWEDEN_20200408_EPI_ISL_434666	B.1
HCOV-19_SWEDEN_20200414_EPI_ISL_434667	B.1
HCOV-19_SWEDEN_20200415_EPI_ISL_434668	B.1
HCOV-19_SWEDEN_20200416_EPI_ISL_434671	B.1
HCOV-19_SWEDEN_20200416_EPI_ISL_434672	B.1
HCOV-19_SWEDEN_20200416_EPI_ISL_434673	B.1
HCOV-19_SWEDEN_20200417_EPI_ISL_434670	B.1
HCOV-19_SWEDEN_20200420_EPI_ISL_434675	B.1
HCOV-19_SWEDEN_20200420_EPI_ISL_434676	B.1
HCOV-19_SWEDEN_20200421_EPI_ISL_434674	B.1
HCOV-19_SWITZERLAND_20200226_EPI_ISL_413019	B.2
HCOV-19_SWITZERLAND_20200227_EPI_ISL_413020	B.1
HCOV-19_SWITZERLAND_20200227_EPI_ISL_413999	B.1
HCOV-19_SWITZERLAND_20200227_EPI_ISL_415698	B.1
HCOV-19_SWITZERLAND_20200228_EPI_ISL_415454	B.1
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413021	B.1
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413023	B.1
HCOV-19_SWITZERLAND_20200229_EPI_ISL_413024	B.1
HCOV-19_SWITZERLAND_20200229_EPI_ISL_415456	B.1
HCOV-19_SWITZERLAND_20200301_EPI_ISL_414023	B.1
HCOV-19_SWITZERLAND_20200301_EPI_ISL_415703	B.1
HCOV-19_SWITZERLAND_20200302_EPI_ISL_415702	B.1
HCOV-19_SWITZERLAND_20200316_EPI_ISL_429209	B.1
HCOV-19_SWITZERLAND_20200318_EPI_ISL_429196	B.1
HCOV-19_SWITZERLAND_20200319_EPI_ISL_429200	B.1
HCOV-19_SWITZERLAND_20200322_EPI_ISL_429199	B.1
HCOV-19_SWITZERLAND_20200323_EPI_ISL_429214	B.1
HCOV-19_SWITZERLAND_20200323_EPI_ISL_429215	B.1
HCOV-19_SWITZERLAND_20200324_EPI_ISL_429211	B.1
HCOV-19_SWITZERLAND_20200329_EPI_ISL_429201	B.1
HCOV-19_SWITZERLAND_20200402_EPI_ISL_429218	B.1
HCOV-19_SWITZERLAND_20200403_EPI_ISL_429204	B.1
HCOV-19_SWITZERLAND_20200403_EPI_ISL_429207	B.1
HCOV-19_SWITZERLAND_20200406_EPI_ISL_429217	B.1
HCOV-19_SWITZERLAND_20200406_EPI_ISL_429220	B.1
HCOV-19_SWITZERLAND_20200406_EPI_ISL_429221	B.1
HCOV-19_SWITZERLAND_20200407_EPI_ISL_429206	B.1
HCOV-19_SWITZERLAND_20200407_EPI_ISL_429222	B.1
HCOV-19_SWITZERLAND_20200407_EPI_ISL_429223	B.1
HCOV-19_TAIWAN_20200123_EPI_ISL_406031	B.2
HCOV-19_TAIWAN_20200131_EPI_ISL_408489	A
HCOV-19_TAIWAN_20200131_EPI_ISL_428488	B.11
HCOV-19_TAIWAN_20200205_EPI_ISL_410218	B.11
HCOV-19_TAIWAN_20200207_EPI_ISL_426629	B.2
HCOV-19_TAIWAN_20200302_EPI_ISL_413592	B.1
HCOV-19_TAIWAN_20200304_EPI_ISL_422407	B.6
HCOV-19_TAIWAN_20200305_EPI_ISL_417519	B.4
HCOV-19_TAIWAN_20200309_EPI_ISL_417520	B.4
HCOV-19_TAIWAN_20200313_EPI_ISL_422408	B.1
HCOV-19_TAIWAN_20200313_EPI_ISL_422410	B.11
HCOV-19_TAIWAN_20200314_EPI_ISL_417525	B.1
HCOV-19_TAIWAN_20200314_EPI_ISL_422412	B.1
HCOV-19_TAIWAN_20200315_EPI_ISL_427393	B.2
HCOV-19_TAIWAN_20200316_EPI_ISL_422414	B.1
HCOV-19_TAIWAN_20200316_EPI_ISL_424972	B.1
HCOV-19_TAIWAN_20200316_EPI_ISL_428490	B.1
HCOV-19_TAIWAN_20200317_EPI_ISL_424969	B.1
HCOV-19_TAIWAN_20200317_EPI_ISL_424973	B.1
HCOV-19_TAIWAN_20200317_EPI_ISL_426630	B.4
HCOV-19_TAIWAN_20200317_EPI_ISL_426632	B.1
HCOV-19_TAIWAN_20200317_EPI_ISL_428230	B.4
HCOV-19_TAIWAN_20200318_EPI_ISL_422417	B.1
HCOV-19_TAIWAN_20200318_EPI_ISL_424974	B.1
HCOV-19_TAIWAN_20200318_EPI_ISL_424978	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_421641	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_422418	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_422419	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_422420	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_422421	B.1
HCOV-19_TAIWAN_20200319_EPI_ISL_422422	B.1
HCOV-19_TAIWAN_20200321_EPI_ISL_420084	B.1
HCOV-19_TAIWAN_20200322_EPI_ISL_421651	B.1
HCOV-19_TAIWAN_20200322_EPI_ISL_427394	B.1
HCOV-19_TAIWAN_20200323_EPI_ISL_427395	B.1
HCOV-19_TAIWAN_20200323_EPI_ISL_427396	B.3
HCOV-19_TAIWAN_20200324_EPI_ISL_428231	B.1
